date,n_total
2019-12-21,34
2019-12-22,32
2019-12-23,31
2019-12-24,29
2019-12-25,33
2019-12-26,35
2019-12-27,36
2019-12-28,25
2019-12-29,28
2019-12-30,35
2019-12-31,31
2020-01-01,24
2020-01-02,30
2020-01-03,33
2020-01-04,32
2020-01-05,30
2020-01-06,32
2020-01-07,34
2020-01-08,33
2020-01-09,30
2020-01-10,31
2020-01-11,33
2020-01-12,34
2020-01-13,28
2020-01-14,32
2020-01-15,35
2020-01-16,36
2020-01-17,35
2020-01-18,29
2020-01-19,30
2020-01-20,35
2020-01-21,32
2020-01-22,36
2020-01-23,31
2020-01-24,34
2020-01-25,32
2020-01-26,30
2020-01-27,35
2020-01-28,30
2020-01-29,31
2020-01-30,33
2020-01-31,34
2020-02-01,29
2020-02-02,33
2020-02-03,32
2020-02-04,34
2020-02-05,31
2020-02-06,34
2020-02-07,35
2020-02-08,35
2020-02-09,31
2020-02-10,31
2020-02-11,31
2020-02-12,35
2020-02-13,35
2020-02-14,35
2020-02-15,30
2020-02-16,33
2020-02-17,31
2020-02-18,29
2020-02-19,29
2020-02-20,29
2020-02-21,30
2020-02-22,33
2020-02-23,27
2020-02-24,32
2020-02-25,28
2020-02-26,32
2020-02-27,30
2020-02-28,31
2020-02-29,30
2020-03-01,29
2020-03-02,32
2020-03-03,34
2020-03-04,29
2020-03-05,32
2020-03-06,36
2020-03-07,32
2020-03-08,35
2020-03-09,34
2020-03-10,32
2020-03-11,31
2020-03-12,33
2020-03-13,35
2020-03-14,29
2020-03-15,32
2020-03-16,31
2020-03-17,34
2020-03-18,31
2020-03-19,31
2020-03-20,31
2020-03-21,29
2020-03-22,30
2020-03-23,31
2020-03-24,32
2020-03-25,30
2020-03-26,30
2020-03-27,28
2020-03-28,31
2020-03-29,28
2020-03-30,28
2020-03-31,31
2020-04-01,28
2020-04-02,30
2020-04-03,31
2020-04-04,30
2020-04-05,25
2020-04-06,30
2020-04-07,29
2020-04-08,28
2020-04-09,30
2020-04-10,29
2020-04-11,33
2020-04-12,31
2020-04-13,31
2020-04-14,28
2020-04-15,30
2020-04-16,33
2020-04-17,29
2020-04-18,25
2020-04-19,30
2020-04-20,31
2020-04-21,30
2020-04-22,29
2020-04-23,31
2020-04-24,32
2020-04-25,27
2020-04-26,28
2020-04-27,33
2020-04-28,27
2020-04-29,26
2020-04-30,29
2020-05-01,31
2020-05-02,27
2020-05-03,30
2020-05-04,33
2020-05-05,29
2020-05-06,30
2020-05-07,28
2020-05-08,29
2020-05-09,27
2020-05-10,24
2020-05-11,26
2020-05-12,28
2020-05-13,30
2020-05-14,29
2020-05-15,26
2020-05-16,24
2020-05-17,25
2020-05-18,28
2020-05-19,21
2020-05-20,24
2020-05-21,24
2020-05-22,25
2020-05-23,25
2020-05-24,24
2020-05-25,23
2020-05-26,24
2020-05-27,25
2020-05-28,28
2020-05-29,28
2020-05-30,22
2020-05-31,26
2020-06-01,27
2020-06-02,27
2020-06-03,30
2020-06-04,27
2020-06-05,26
2020-06-06,30
2020-06-07,29
2020-06-08,24
2020-06-09,20
2020-06-10,23
2020-06-11,25
2020-06-12,26
2020-06-13,23
2020-06-14,24
2020-06-15,28
2020-06-16,24
2020-06-17,29
2020-06-18,25
2020-06-19,27
2020-06-20,26
2020-06-21,33
2020-06-22,25
2020-06-23,23
2020-06-24,28
2020-06-25,26
2020-06-26,24
2020-06-27,24
2020-06-28,25
2020-06-29,26
2020-06-30,24
2020-07-01,21
2020-07-02,29
2020-07-03,30
2020-07-04,30
2020-07-05,25
2020-07-06,27
2020-07-07,28
2020-07-08,30
2020-07-09,26
2020-07-10,25
2020-07-11,24
2020-07-12,27
2020-07-13,29
2020-07-14,25
2020-07-15,29
2020-07-16,30
2020-07-17,30
2020-07-18,30
2020-07-19,29
2020-07-20,28
2020-07-21,27
2020-07-22,32
2020-07-23,30
2020-07-24,32
2020-07-25,30
2020-07-26,26
2020-07-27,31
2020-07-28,27
2020-07-29,29
2020-07-30,33
2020-07-31,32
2020-08-01,28
2020-08-02,31
2020-08-03,32
2020-08-04,28
2020-08-05,29
2020-08-06,30
2020-08-07,30
2020-08-08,30
2020-08-09,27
2020-08-10,29
2020-08-11,25
2020-08-12,28
2020-08-13,26
2020-08-14,27
2020-08-15,30
2020-08-16,35
2020-08-17,34
2020-08-18,33
2020-08-19,33
2020-08-20,34
2020-08-21,32
2020-08-22,34
2020-08-23,33
2020-08-24,32
2020-08-25,30
2020-08-26,31
2020-08-27,34
2020-08-28,30
2020-08-29,30
2020-08-30,28
2020-08-31,27
2020-09-01,25
2020-09-02,28
2020-09-03,27
2020-09-04,26
2020-09-05,28
2020-09-06,26
2020-09-07,25
2020-09-08,28
2020-09-09,27
2020-09-10,29
2020-09-11,30
2020-09-12,30
2020-09-13,30
2020-09-14,32
2020-09-15,35
2020-09-16,32
2020-09-17,35
2020-09-18,32
2020-09-19,30
2020-09-20,31
2020-09-21,30
2020-09-22,31
2020-09-23,33
2020-09-24,27
2020-09-25,31
2020-09-26,29
2020-09-27,31
2020-09-28,32
2020-09-29,30
2020-09-30,32
2020-10-01,32
2020-10-02,30
2020-10-03,28
2020-10-04,29
2020-10-05,30
2020-10-06,32
2020-10-07,30
2020-10-08,31
2020-10-09,30
2020-10-10,33
2020-10-11,35
2020-10-12,32
2020-10-13,30
2020-10-14,38
2020-10-15,34
2020-10-16,35
2020-10-17,36
2020-10-18,36
2020-10-19,36
2020-10-20,36
2020-10-21,37
2020-10-22,35
2020-10-23,38
2020-10-24,35
2020-10-25,35
2020-10-26,36
2020-10-27,32
2020-10-28,35
2020-10-29,34
2020-10-30,31
2020-10-31,30
2020-11-01,33
2020-11-02,33
2020-11-03,31
2020-11-04,29
2020-11-05,29
2020-11-06,34
2020-11-07,31
2020-11-08,32
2020-11-09,27
2020-11-10,33
2020-11-11,32
2020-11-12,31
2020-11-13,35
2020-11-14,31
2020-11-15,29
2020-11-16,36
2020-11-17,31
2020-11-18,32
2020-11-19,34
2020-11-20,35
2020-11-21,34
2020-11-22,33
2020-11-23,33
2020-11-24,33
2020-11-25,33
2020-11-26,35
2020-11-27,35
2020-11-28,36
2020-11-29,35
2020-11-30,32
2020-12-01,33
2020-12-02,37
2020-12-03,30
2020-12-04,32
2020-12-05,33
2020-12-06,34
2020-12-07,35
2020-12-08,36
2020-12-09,35
2020-12-10,31
2020-12-11,35
2020-12-12,36
2020-12-13,34
2020-12-14,34
2020-12-15,38
2020-12-16,26
2020-12-17,35
2020-12-18,35
2020-12-19,33
2020-12-20,31
2020-12-21,35
2020-12-22,32
2020-12-23,36
2020-12-24,33
2020-12-25,31
2020-12-26,35
2020-12-27,30
2020-12-28,37
2020-12-29,30
2020-12-30,32
2020-12-31,30
2021-01-01,34
2021-01-02,28
2021-01-03,37
2021-01-04,33
2021-01-05,29
2021-01-06,33
2021-01-07,33
2021-01-08,30
2021-01-09,34
2021-01-10,30
2021-01-11,38
2021-01-12,31
2021-01-13,31
2021-01-14,31
2021-01-15,35
2021-01-16,31
2021-01-17,33
2021-01-18,33
2021-01-19,31
2021-01-20,33
2021-01-21,32
2021-01-22,34
2021-01-23,33
2021-01-24,36
2021-01-25,32
2021-01-26,34
2021-01-27,32
2021-01-28,34
2021-01-29,34
2021-01-30,32
2021-01-31,33
2021-02-01,29
2021-02-02,30
2021-02-03,34
2021-02-04,32
2021-02-05,37
2021-02-06,28
2021-02-07,37
2021-02-08,35
2021-02-09,32
2021-02-10,36
2021-02-11,33
2021-02-12,29
2021-02-13,25
2021-02-14,33
2021-02-15,34
2021-02-16,31
2021-02-17,32
2021-02-18,36
2021-02-19,32
2021-02-20,38
2021-02-21,37
2021-02-22,36
2021-02-23,31
2021-02-24,36
2021-02-25,31
2021-02-26,31
2021-02-27,33
2021-02-28,32
2021-03-01,35
2021-03-02,31
2021-03-03,30
2021-03-04,33
2021-03-05,35
2021-03-06,37
2021-03-07,33
2021-03-08,35
2021-03-09,35
2021-03-10,32
2021-03-11,33
2021-03-12,36
2021-03-13,31
2021-03-14,33
2021-03-15,30
2021-03-16,34
2021-03-17,34
2021-03-18,34
2021-03-19,32
2021-03-20,34
2021-03-21,32
2021-03-22,35
2021-03-23,31
2021-03-24,34
2021-03-25,36
2021-03-26,32
2021-03-27,31
2021-03-28,31
2021-03-29,28
2021-03-30,28
2021-03-31,31
2021-04-01,33
2021-04-02,28
2021-04-03,36
2021-04-04,31
2021-04-05,31
2021-04-06,30
2021-04-07,33
2021-04-08,32
2021-04-09,32
2021-04-10,28
2021-04-11,36
2021-04-12,34
2021-04-13,32
2021-04-14,32
2021-04-15,34
2021-04-16,35
2021-04-17,38
2021-04-18,33
2021-04-19,34
2021-04-20,33
2021-04-21,34
2021-04-22,33
2021-04-23,29
2021-04-24,29
2021-04-25,30
2021-04-26,31
2021-04-27,32
2021-04-28,31
2021-04-29,29
2021-04-30,28
2021-05-01,28
2021-05-02,33
2021-05-03,30
2021-05-04,30
2021-05-05,31
2021-05-06,28
2021-05-07,33
2021-05-08,35
2021-05-09,33
2021-05-10,31
2021-05-11,29
2021-05-12,32
2021-05-13,29
2021-05-14,29
2021-05-15,29
2021-05-16,32
2021-05-17,31
2021-05-18,34
2021-05-19,29
2021-05-20,31
2021-05-21,35
2021-05-22,33
2021-05-23,34
2021-05-24,34
2021-05-25,33
2021-05-26,32
2021-05-27,29
2021-05-28,33
2021-05-29,29
2021-05-30,27
2021-05-31,32
2021-06-01,30
2021-06-02,31
2021-06-03,35
2021-06-04,27
2021-06-05,33
2021-06-06,31
2021-06-07,35
2021-06-08,30
2021-06-09,34
2021-06-10,33
2021-06-11,29
2021-06-12,35
2021-06-13,31
2021-06-14,33
2021-06-15,37
2021-06-16,31
2021-06-17,28
2021-06-18,30
2021-06-19,30
2021-06-20,31
2021-06-21,28
2021-06-22,26
2021-06-23,31
2021-06-24,32
2021-06-25,31
2021-06-26,26
2021-06-27,30
2021-06-28,33
2021-06-29,30
2021-06-30,29
2021-07-01,29
2021-07-02,31
2021-07-03,31
2021-07-04,31
2021-07-05,28
2021-07-06,21
2021-07-07,25
2021-07-08,27
2021-07-09,29
2021-07-10,25
2021-07-11,28
2021-07-12,27
2021-07-13,25
2021-07-14,28
2021-07-15,26
2021-07-16,27
2021-07-17,36
2021-07-18,36
2021-07-19,35
2021-07-20,36
2021-07-21,36
2021-07-22,35
2021-07-23,38
2021-07-24,38
2021-07-25,35
2021-07-26,37
2021-07-27,37
2021-07-28,34
2021-07-29,36
2021-07-30,38
2021-07-31,36
2021-08-01,35
2021-08-02,40
2021-08-03,35
2021-08-04,33
2021-08-05,34
2021-08-06,34
2021-08-07,35
2021-08-08,35
2021-08-09,34
2021-08-10,35
2021-08-11,32
2021-08-12,35
2021-08-13,37
2021-08-14,32
2021-08-15,33
2021-08-16,26
2021-08-17,32
2021-08-18,35
2021-08-19,29
2021-08-20,33
2021-08-21,27
2021-08-22,32
2021-08-23,34
2021-08-24,32
2021-08-25,33
2021-08-26,37
2021-08-27,35
2021-08-28,35
2021-08-29,34
2021-08-30,35
2021-08-31,31
2021-09-01,29
2021-09-02,32
2021-09-03,29
2021-09-04,29
2021-09-05,29
2021-09-06,31
2021-09-07,30
2021-09-08,31
2021-09-09,26
2021-09-10,24
2021-09-11,24
2021-09-12,29
2021-09-13,26
2021-09-14,29
2021-09-15,27
2021-09-16,32
2021-09-17,22
2021-09-18,31
2021-09-19,24
2021-09-20,24
2021-09-21,30
2021-09-22,30
2021-09-23,28
2021-09-24,31
2021-09-25,29
2021-09-26,30
2021-09-27,30
2021-09-28,30
2021-09-29,32
2021-09-30,31
2021-10-01,29
2021-10-02,29
2021-10-03,29
2021-10-04,32
2021-10-05,32
2021-10-06,34
2021-10-07,22
2021-10-08,29
2021-10-09,34
2021-10-10,24
2021-10-11,31
2021-10-12,33
2021-10-13,34
2021-10-14,35
2021-10-15,31
2021-10-16,34
2021-10-17,30
2021-10-18,36
2021-10-19,35
2021-10-20,35
2021-10-21,35
2021-10-22,37
2021-10-23,34
2021-10-24,29
2021-10-25,38
2021-10-26,34
2021-10-27,30
2021-10-28,34
2021-10-29,31
2021-10-30,31
2021-10-31,32
2021-11-01,36
2021-11-02,34
2021-11-03,33
2021-11-04,35
2021-11-05,28
2021-11-06,33
2021-11-07,38
2021-11-08,36
2021-11-09,32
2021-11-10,31
2021-11-11,32
2021-11-12,33
2021-11-13,35
2021-11-14,34
2021-11-15,36
2021-11-16,36
2021-11-17,38
2021-11-18,35
2021-11-19,38
2021-11-20,33
2021-11-21,34
2021-11-22,36
2021-11-23,40
2021-11-24,36
2021-11-25,37
2021-11-26,37
2021-11-27,37
2021-11-28,40
2021-11-29,35
2021-11-30,37
2021-12-01,36
2021-12-02,38
2021-12-03,39
2021-12-04,33
2021-12-05,36
2021-12-06,36
2021-12-07,39
2021-12-08,34
2021-12-09,35
2021-12-10,37
2021-12-11,35
2021-12-12,33
2021-12-13,37
2021-12-14,39
2021-12-15,31
2021-12-16,39
2021-12-17,35
2021-12-18,37
2021-12-19,33
2021-12-20,28
2021-12-21,38
2021-12-22,36
2021-12-23,34
2021-12-24,32
2021-12-25,36
2021-12-26,34
2021-12-27,36
2021-12-28,34
2021-12-29,33
2021-12-30,37
2021-12-31,35
2022-01-01,32
2022-01-02,34
2022-01-03,32
2022-01-04,29
2022-01-05,33
2022-01-06,36
2022-01-07,31
2022-01-08,34
2022-01-09,34
2022-01-10,34
2022-01-11,34
2022-01-12,28
2022-01-13,32
2022-01-14,34
2022-01-15,37
2022-01-16,32
2022-01-17,33
2022-01-18,34
2022-01-19,31
2022-01-20,31
2022-01-21,35
2022-01-22,30
2022-01-23,32
2022-01-24,34
2022-01-25,35
2022-01-26,34
2022-01-27,34
2022-01-28,30
2022-01-29,34
2022-01-30,36
2022-01-31,34
2022-02-01,31
2022-02-02,35
2022-02-03,30
2022-02-04,37
2022-02-05,36
2022-02-06,35
2022-02-07,35
2022-02-08,36
2022-02-09,33
2022-02-10,39
2022-02-11,35
2022-02-12,36
2022-02-13,32
2022-02-14,35
2022-02-15,27
2022-02-16,34
2022-02-17,34
2022-02-18,33
2022-02-19,32
2022-02-20,34
2022-02-21,36
2022-02-22,39
2022-02-23,31
2022-02-24,34
2022-02-25,34
2022-02-26,36
2022-02-27,39
2022-02-28,35
2022-03-01,33
2022-03-02,35
2022-03-03,34
2022-03-04,36
2022-03-05,38
2022-03-06,32
2022-03-07,33
2022-03-08,29
2022-03-09,37
2022-03-10,33
2022-03-11,34
2022-03-12,32
2022-03-13,35
2022-03-14,33
2022-03-15,36
2022-03-16,33
2022-03-17,34
2022-03-18,29
2022-03-19,32
2022-03-20,31
2022-03-21,34
2022-03-22,32
2022-03-23,30
2022-03-24,32
2022-03-25,31
2022-03-26,30
2022-03-27,31
2022-03-28,31
2022-03-29,37
2022-03-30,26
2022-03-31,32
2022-04-01,35
2022-04-02,34
2022-04-03,36
2022-04-04,32
2022-04-05,34
2022-04-06,32
2022-04-07,31
2022-04-08,30
2022-04-09,29
2022-04-10,35
2022-04-11,34
2022-04-12,27
2022-04-13,35
2022-04-14,30
2022-04-15,31
2022-04-16,34
2022-04-17,34
2022-04-18,26
2022-04-19,32
2022-04-20,33
2022-04-21,33
2022-04-22,32
2022-04-23,35
2022-04-24,35
2022-04-25,31
2022-04-26,34
2022-04-27,35
2022-04-28,32
2022-04-29,35
2022-04-30,36
2022-05-01,31
2022-05-02,34
2022-05-03,39
2022-05-04,31
2022-05-05,36
2022-05-06,32
2022-05-07,37
2022-05-08,33
2022-05-09,32
2022-05-10,36
2022-05-11,30
2022-05-12,29
2022-05-13,33
2022-05-14,33
2022-05-15,34
2022-05-16,31
2022-05-17,30
2022-05-18,32
2022-05-19,32
2022-05-20,36
2022-05-21,29
2022-05-22,34
2022-05-23,34
2022-05-24,33
2022-05-25,31
2022-05-26,32
2022-05-27,35
2022-05-28,38
2022-05-29,35
2022-05-30,30
2022-05-31,39
2022-06-01,36
2022-06-02,34
2022-06-03,32
2022-06-04,36
2022-06-05,35
2022-06-06,34
2022-06-07,37
2022-06-08,34
2022-06-09,33
2022-06-10,35
2022-06-11,35
2022-06-12,38
2022-06-13,32
2022-06-14,37
2022-06-15,37
2022-06-16,37
2022-06-17,33
2022-06-18,34
2022-06-19,36
2022-06-20,35
2022-06-21,35
2022-06-22,37
2022-06-23,37
2022-06-24,36
2022-06-25,33
2022-06-26,32
2022-06-27,33
2022-06-28,30
2022-06-29,33
2022-06-30,37
2022-07-01,35
2022-07-02,32
2022-07-03,30
2022-07-04,35
2022-07-05,29
2022-07-06,33
2022-07-07,30
2022-07-08,29
2022-07-09,31
2022-07-10,30
2022-07-11,39
2022-07-12,32
2022-07-13,29
2022-07-14,30
2022-07-15,29
2022-07-16,29
2022-07-17,28
2022-07-18,31
2022-07-19,24
2022-07-20,32
2022-07-21,35
2022-07-22,36
2022-07-23,36
2022-07-24,31
2022-07-25,31
2022-07-26,30
2022-07-27,38
2022-07-28,34
2022-07-29,33
2022-07-30,35
2022-07-31,35
2022-08-01,33
2022-08-02,33
2022-08-03,33
2022-08-04,32
2022-08-05,34
2022-08-06,35
2022-08-07,33
2022-08-08,38
2022-08-09,32
2022-08-10,38
2022-08-11,36
2022-08-12,37
2022-08-13,34
2022-08-14,36
2022-08-15,35
2022-08-16,38
2022-08-17,33
2022-08-18,34
2022-08-19,33
2022-08-20,40
2022-08-21,34
2022-08-22,36
2022-08-23,36
2022-08-24,37
2022-08-25,32
2022-08-26,32
2022-08-27,33
2022-08-28,31
2022-08-29,37
2022-08-30,27
2022-08-31,32
2022-09-01,26
2022-09-02,29
2022-09-03,29
2022-09-04,29
2022-09-05,32
2022-09-06,30
2022-09-07,27
2022-09-08,33
2022-09-09,38
2022-09-10,32
2022-09-11,35
2022-09-12,35
2022-09-13,36
2022-09-14,33
2022-09-15,31
2022-09-16,33
2022-09-17,33
2022-09-18,31
2022-09-19,29
2022-09-20,31
2022-09-21,33
2022-09-22,34
2022-09-23,29
2022-09-24,32
2022-09-25,34
2022-09-26,30
2022-09-27,32
2022-09-28,30
2022-09-29,30
2022-09-30,32
2022-10-01,33
2022-10-02,30
2022-10-03,35
2022-10-04,33
2022-10-05,30
2022-10-06,35
2022-10-07,31
2022-10-08,32
2022-10-09,31
2022-10-10,34
2022-10-11,30
2022-10-12,35
2022-10-13,31
2022-10-14,33
2022-10-15,33
2022-10-16,34
2022-10-17,31
2022-10-18,33
2022-10-19,32
2022-10-20,35
2022-10-21,35
2022-10-22,34
2022-10-23,35
2022-10-24,35
2022-10-25,35
2022-10-26,39
2022-10-27,30
2022-10-28,35
2022-10-29,31
2022-10-30,31
2022-10-31,33
2022-11-01,34
2022-11-02,33
2022-11-03,33
2022-11-04,38
2022-11-05,36
2022-11-06,29
2022-11-07,35
2022-11-08,32
2022-11-09,39
2022-11-10,36
2022-11-11,32
2022-11-12,37
2022-11-13,34
2022-11-14,35
2022-11-15,35
2022-11-16,34
2022-11-17,31
2022-11-18,33
2022-11-19,36
2022-11-20,29
2022-11-21,35
2022-11-22,32
2022-11-23,31
2022-11-24,35
2022-11-25,35
2022-11-26,34
2022-11-27,32
2022-11-28,32
2022-11-29,30
2022-11-30,32
2022-12-01,33
2022-12-02,32
2022-12-03,36
2022-12-04,31
2022-12-05,34
2022-12-06,34
2022-12-07,34
2022-12-08,35
2022-12-09,38
2022-12-10,31
2022-12-11,37
2022-12-12,31
2022-12-13,33
2022-12-14,38
2022-12-15,32
2022-12-16,31
2022-12-17,28
2022-12-18,35
2022-12-19,32
2022-12-20,35
2022-12-21,35
2022-12-22,37
2022-12-23,37
2022-12-24,36
2022-12-25,36
2022-12-26,33
2022-12-27,35
2022-12-28,37
2022-12-29,30
2022-12-30,34
2022-12-31,34
2023-01-01,33
2023-01-02,31
2023-01-03,34
2023-01-04,36
2023-01-05,33
2023-01-06,30
2023-01-07,32
2023-01-08,28
2023-01-09,35
2023-01-10,34
2023-01-11,31
2023-01-12,31
2023-01-13,33
2023-01-14,34
2023-01-15,32
2023-01-16,34
2023-01-17,33
2023-01-18,34
2023-01-19,35
2023-01-20,34
2023-01-21,33
2023-01-22,30
2023-01-23,34
2023-01-24,29
2023-01-25,33
2023-01-26,37
2023-01-27,33
2023-01-28,29
2023-01-29,35
2023-01-30,32
2023-01-31,29
2023-02-01,33
2023-02-02,31
2023-02-03,31
2023-02-04,34
2023-02-05,26
2023-02-06,33
2023-02-07,33
2023-02-08,33
2023-02-09,34
2023-02-10,30
2023-02-11,32
2023-02-12,31
2023-02-13,31
2023-02-14,36
2023-02-15,27
2023-02-16,35
2023-02-17,32
2023-02-18,27
2023-02-19,33
2023-02-20,27
2023-02-21,33
2023-02-22,36
2023-02-23,28
2023-02-24,35
2023-02-25,34
2023-02-26,33
2023-02-27,33
2023-02-28,34
2023-03-01,32
2023-03-02,35
2023-03-03,31
2023-03-04,33
2023-03-05,34
2023-03-06,33
2023-03-07,33
2023-03-08,34
2023-03-09,31
2023-03-10,30
2023-03-11,33
2023-03-12,37
2023-03-13,30
2023-03-14,35
2023-03-15,32
2023-03-16,33
2023-03-17,30
2023-03-18,33
2023-03-19,32
2023-03-20,29
2023-03-21,34
2023-03-22,29
2023-03-23,35
2023-03-24,34
2023-03-25,38
2023-03-26,34
2023-03-27,34
2023-03-28,30
2023-03-29,35
2023-03-30,32
2023-03-31,32
2023-04-01,38
2023-04-02,33
2023-04-03,35
